# Trilegal 1.6 run queried by C. Hirata, May 16, 2016
# Stars to J=22 in 1 deg^2 at the South Galactic Pole
# Magnitudes are SDSS ugriz + UKIDSS ZYJHK
# SDSS are on approximate AB system, UKIDSS on Vega
#
# Effective wavelengths of the filters are below.
# Vega to AB offsets in UKIDSS ZYJHK are below.
# [Hewett et al.: http://www.ukidss.org/technical/photom/hewett-ukidss.pdf]
#
# The following lines of data are used to tell scripts reading this file where the information is:
#
#! col_m2/m1 = 10
#! col_first_band = 12
#! num_bands = 10
#! lambda = 0.3546, 0.4670, 0.6156, 0.7471, 0.8918, 0.8817, 1.0305, 1.2483, 1.6313, 2.2010
#! ab_offset = 0, 0, 0, 0, 0, 0.528, 0.634, 0.938, 1.379, 1.900
#
#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z      Z      Y      J      H      K        Mact
 1   9.83 -0.27  0.28897 -1.870 3.575  5.014 12.00  0.038 0.00 21.446 26.144 23.519 22.133 21.439 21.020 20.497 20.162 19.699 19.165 18.958  0.289 
 1   9.83 -0.25  0.65051 -0.883 3.655  4.700  9.30  0.038 0.87 15.782 19.257 17.047 16.007 15.655 15.453 14.921 14.674 14.253 13.641 13.537  0.651 
 1   9.83 -0.25  0.09491 -3.161 3.443  5.295  9.90  0.038 0.96 21.922 31.245 26.641 24.843 22.791 21.672 21.213 20.519 19.817 19.339 19.034  0.095 
 1   9.83 -0.25  0.14632 -2.581 3.506  5.156 10.10  0.038 0.00 21.323 27.860 24.458 22.850 21.633 20.940 20.434 19.980 19.425 18.916 18.638  0.146 
 1   9.83 -0.25  0.11359 -2.873 3.479  5.230 10.40  0.038 0.00 22.353 29.927 26.061 24.356 22.832 22.000 21.506 20.981 20.378 19.876 19.589  0.114 
 1   9.83 -0.25  0.76063 -0.539 3.702  4.611 13.90  0.038 0.88 19.564 22.257 20.420 19.631 19.387 19.262 18.725 18.529 18.165 17.655 17.582  0.761 
 1   9.83 -0.23  0.22697 -2.083 3.560  5.063  8.10  0.037 0.00 18.078 23.192 20.363 18.933 18.135 17.662 17.142 16.787 16.306 15.774 15.541  0.227 
 1   9.83 -0.23  0.24046 -2.032 3.563  5.049  8.50  0.037 0.88 17.729 22.835 20.011 18.582 17.785 17.312 16.792 16.438 15.957 15.425 15.192  0.240 
 1   9.83 -0.23  0.09249 -3.213 3.435  5.304 10.50  0.038 0.80 23.155 32.690 28.078 26.274 24.192 23.028 22.576 21.841 21.078 20.545 20.181  0.092 
 1   9.83 -0.23  0.94554  0.008 3.769  4.426 10.90  0.038 0.74 15.468 17.183 15.939 15.449 15.317 15.277 14.737 14.612 14.330 13.968 13.922  0.946 
 1   9.83 -0.21  0.11840 -2.835 3.482  5.218  7.70  0.036 0.00 19.556 26.973 23.207 21.524 20.027 19.199 18.705 18.182 17.584 17.086 16.797  0.118 
 1   9.83 -0.21  0.27502 -1.923 3.569  5.021  9.20  0.038 0.00 18.778 23.642 20.946 19.552 18.802 18.354 17.833 17.487 17.016 16.482 16.266  0.275 
 1   9.83 -0.21  0.12918 -2.739 3.490  5.195 10.20  0.038 0.73 21.477 28.828 25.150 23.482 21.989 21.137 20.648 20.102 19.488 18.994 18.703  0.129 
 1   9.83 -0.21  0.57841 -1.106 3.629  4.767 10.40  0.038 0.00 17.934 21.728 19.390 18.241 17.832 17.592 17.061 16.795 16.358 15.722 15.604  0.578 
 1   9.83 -0.21  0.28693 -1.887 3.571  5.012 10.70  0.038 0.00 20.188 24.991 22.326 20.939 20.204 19.762 19.241 18.898 18.430 17.895 17.682  0.287 
 1   9.83 -0.21  1.05945  0.315 3.782  4.223 11.20  0.038 0.00 15.182 16.656 15.524 15.139 15.054 15.051 14.509 14.416 14.176 13.898 13.868  1.059 
 1   9.83 -0.19  0.11713 -2.848 3.480  5.219  9.20  0.038 0.87 20.541 28.278 24.400 22.697 21.087 20.201 19.713 19.157 18.538 18.045 17.754  0.117 
 1   9.83 -0.19  0.10485 -2.986 3.465  5.250  9.90  0.038 0.76 21.934 30.251 26.167 24.423 22.681 21.695 21.223 20.584 19.883 19.380 19.070  0.105 
 1   9.83 -0.19  0.35924 -1.697 3.582  4.963 10.60  0.038 0.00 19.613 24.167 21.619 20.273 19.597 19.190 18.667 18.337 17.878 17.329 17.137  0.359 
 1   9.83 -0.19  0.24074 -2.038 3.561  5.046 11.80  0.038 0.74 21.232 26.496 23.632 22.192 21.330 20.818 20.300 19.929 19.436 18.909 18.669  0.241 
 1   9.83 -0.19  0.18410 -2.308 3.537  5.106 13.90  0.038 0.95 23.772 29.522 26.450 24.947 23.949 23.367 22.853 22.453 21.937 21.421 21.160  0.184 
 1   9.83 -0.17  0.58021 -1.111 3.627  4.767  5.20  0.024 0.00 12.749 16.569 14.214 13.056 12.641 12.398 11.867 11.600 11.162 10.522 10.405  0.580 
 1   9.83 -0.17  0.21140 -2.153 3.553  5.073  5.90  0.028 0.89 15.452 20.854 17.913 16.459 15.562 15.036 14.519 14.144 13.648 13.123 12.874  0.211 
 1   9.83 -0.17  0.19967 -2.199 3.550  5.083 10.10  0.038 0.00 20.367 25.744 22.801 21.349 20.471 19.957 19.438 19.069 18.575 18.047 17.797  0.200 
 1   9.83 -0.17  0.72024 -0.698 3.675  4.641 10.30  0.038 0.00 16.816 19.811 17.786 16.913 16.644 16.501 15.966 15.754 15.370 14.828 14.751  0.720 
 1   9.83 -0.17  0.09951 -3.068 3.454  5.267 10.90  0.038 0.88 22.903 31.841 27.480 25.705 23.755 22.660 22.200 21.509 20.804 20.325 20.015  0.100 
 1   9.83 -0.17  0.27022 -1.945 3.565  5.022 11.00  0.038 0.00 20.631 25.578 22.852 21.455 20.674 20.209 19.688 19.337 18.862 18.328 18.106  0.270 
 1   9.83 -0.17  0.43385 -1.500 3.593  4.893 11.30  0.038 0.00 19.819 24.148 21.682 20.379 19.777 19.413 18.888 18.573 18.121 17.540 17.372  0.434 
 1   9.83 -0.15  0.24187 -2.040 3.559  5.042  9.90  0.038 0.71 19.386 24.702 21.834 20.395 19.503 18.972 18.455 18.076 17.579 17.055 16.810  0.242 
 1   9.83 -0.15  0.15502 -2.524 3.509  5.136 10.10  0.038 0.85 20.646 27.202 23.859 22.271 20.997 20.264 19.761 19.288 18.726 18.228 17.946  0.155 
 1   9.83 -0.15  0.19818 -2.213 3.547  5.084 10.20  0.038 0.00 20.503 25.924 22.976 21.522 20.620 20.092 19.574 19.199 18.702 18.176 17.925  0.198 
 1   9.83 -0.15  0.21129 -2.157 3.552  5.072 10.40  0.038 0.00 20.562 25.883 22.975 21.534 20.662 20.149 19.631 19.262 18.771 18.242 17.995  0.211 
 1   9.83 -0.15  0.17924 -2.350 3.531  5.110 10.50  0.038 0.00 21.144 26.929 23.865 22.366 21.338 20.738 20.225 19.817 19.299 18.786 18.524  0.179 
 1   9.83 -0.15  0.12530 -2.780 3.485  5.200 10.60  0.038 0.00 22.319 29.523 25.896 24.244 22.780 21.958 21.462 20.943 20.351 19.859 19.568  0.125 
 1   9.83 -0.13  0.08928 -3.291 3.421  5.308  8.10  0.037 0.92 20.628 30.994 26.063 24.202 21.916 20.550 20.127 19.269 18.454 17.974 17.639  0.089 
 1   9.83 -0.13  0.10207 -3.031 3.458  5.254  8.20  0.037 0.00 20.546 28.869 24.751 23.019 21.217 20.234 19.757 19.145 18.498 18.016 17.716  0.102 
 1   9.83 -0.13  0.10820 -2.943 3.468  5.233 10.10  0.038 0.00 22.227 30.078 26.177 24.478 22.813 21.893 21.408 20.834 20.210 19.725 19.427  0.108 
 1   9.83 -0.13  0.43689 -1.500 3.591  4.890 10.20  0.038 0.00 18.719 23.091 20.615 19.309 18.687 18.310 17.786 17.466 17.012 16.433 16.263  0.437 
 1   9.83 -0.11  0.60132 -1.071 3.629  4.749  8.50  0.037 0.00 15.947 19.783 17.417 16.261 15.849 15.606 15.075 14.807 14.367 13.724 13.609  0.601 
 1   9.83 -0.11  0.17780 -2.366 3.527  5.109  9.00  0.038 0.00 19.685 25.517 22.460 20.963 19.899 19.277 18.765 18.349 17.827 17.319 17.055  0.178 
 1   9.83 -0.11  0.08293 -3.514 3.381  5.341 10.50  0.038 0.00 24.055 36.328 30.282 28.212 25.704 24.128 23.737 22.755 21.847 21.354 21.010  0.083 
 1   9.83 -0.11  0.40963 -1.569 3.585  4.906 10.80  0.038 0.00 19.492 23.992 21.479 20.158 19.481 19.073 18.549 18.218 17.759 17.197 17.015  0.410 
 1   9.83 -0.11  1.11879  0.515 3.776  4.021 14.00  0.038 0.00 17.482 19.041 17.840 17.428 17.335 17.327 16.785 16.685 16.439 16.152 16.120  1.119 
 1   9.83 -0.05  0.60072 -1.089 3.625  4.751  8.50  0.037 0.00 15.992 19.914 17.511 16.330 15.902 15.648 15.118 14.844 14.399 13.748 13.631  0.601 
 1   9.83 -0.05  0.76901 -0.593 3.686  4.608  9.60  0.038 0.00 15.851 18.702 16.737 15.912 15.667 15.542 15.005 14.805 14.439 13.930 13.860  0.769 
 1   9.83 -0.05  0.30176 -1.871 3.564  4.991 10.90  0.038 0.00 20.348 25.305 22.610 21.235 20.412 19.921 19.402 19.043 18.565 18.030 17.809  0.302 
 1   9.83 -0.05  0.11608 -2.872 3.473  5.211 12.00  0.038 0.00 23.949 31.448 27.770 26.112 24.511 23.605 23.118 22.552 21.940 21.462 21.159  0.116 
 1   9.83 -0.03  0.14227 -2.643 3.493  5.154  8.70  0.038 0.00 20.078 26.792 23.461 21.878 20.499 19.702 19.204 18.699 18.125 17.644 17.352  0.142 
 1   9.83 -0.03  0.26163 -1.995 3.556  5.019  9.60  0.038 0.00 19.357 24.526 21.737 20.340 19.457 18.936 18.418 18.049 17.561 17.030 16.793  0.262 
 1   9.83 -0.03  0.29782 -1.886 3.562  4.993 10.10  0.038 0.79 19.053 24.163 21.404 20.013 19.145 18.630 18.112 17.745 17.259 16.727 16.494  0.298 
 1   9.83 -0.03  0.75814 -0.633 3.680  4.617 10.40  0.038 0.00 16.753 19.728 17.696 16.832 16.573 16.438 15.902 15.694 15.318 14.790 14.716  0.758 
 1   9.83 -0.01  0.31928 -1.833 3.565  4.981  9.80  0.038 0.88 18.526 23.531 20.827 19.454 18.604 18.100 17.581 17.217 16.736 16.202 15.977  0.319 
 1   9.83 -0.01  0.15054 -2.574 3.499  5.133 10.90  0.038 0.89 21.512 28.167 24.879 23.306 21.933 21.136 20.638 20.132 19.559 19.080 18.787  0.151 
 1   9.83  0.01  0.09657 -3.136 3.439  5.263  8.50  0.037 0.00 21.111 30.012 25.730 23.991 21.993 20.857 20.398 19.695 19.003 18.539 18.217  0.097 
 1   9.83  0.05  0.20210 -2.221 3.538  5.064  8.80  0.038 0.86 18.590 24.295 21.342 19.884 18.811 18.180 17.669 17.249 16.728 16.224 15.961  0.202 
 1   9.83  0.05  0.07878 -3.657 3.351  5.343 10.00  0.038 0.00 23.912 37.814 30.996 28.554 26.024 24.259 23.904 22.778 21.728 21.176 20.799  0.079 
 1   9.83  0.05  0.11575 -2.885 3.468  5.204 10.20  0.038 0.00 22.182 29.774 26.098 24.446 22.792 21.848 21.365 20.777 20.156 19.685 19.376  0.116 
 1   9.83  0.07  0.08724 -3.344 3.407  5.296  9.80  0.038 0.74 22.887 33.619 28.429 26.563 24.208 22.825 22.401 21.544 20.746 20.271 19.890  0.087 
 1   9.83  0.07  0.15641 -2.541 3.501  5.123 11.40  0.038 0.95 21.837 28.355 25.127 23.571 22.233 21.455 20.955 20.460 19.894 19.415 19.125  0.156 
 1   9.83  0.09  0.15671 -2.542 3.500  5.121  9.40  0.038 0.00 20.524 26.971 23.770 22.221 20.905 20.139 19.638 19.150 18.588 18.108 17.820  0.157 
 1   9.83  0.09  0.74168 -0.717 3.664  4.627 10.30  0.038 0.00 16.863 20.189 17.977 17.004 16.703 16.538 16.004 15.775 15.374 14.801 14.718  0.742 
 1   9.85 -0.73  0.28223 -1.784 3.607  5.048 10.80  0.038 0.86 19.428 23.394 21.065 19.803 19.318 19.032 18.503 18.221 17.792 17.235 17.061  0.282 
 1   9.85 -0.67  0.12107 -2.755 3.504  5.240 11.70  0.038 0.00 23.358 30.447 26.534 24.793 23.619 22.986 22.476 22.044 21.481 20.940 20.686  0.121 
 1   9.85 -0.61  0.18428 -2.225 3.564  5.131 11.40  0.038 0.00 21.733 26.814 23.908 22.423 21.733 21.327 20.804 20.468 19.995 19.462 19.233  0.184 
 1   9.85 -0.61  0.29347 -1.754 3.603  5.017 13.30  0.038 0.90 21.817 25.868 23.501 22.217 21.714 21.416 20.888 20.600 20.168 19.610 19.436  0.293 
 1   9.85 -0.59  0.24170 -1.935 3.591  5.064 10.70  0.038 0.96 19.605 23.932 21.432 20.082 19.527 19.196 18.669 18.367 17.923 17.378 17.187  0.242 
 1   9.85 -0.59  0.17857 -2.275 3.556  5.137 11.00  0.038 0.80 21.014 26.617 23.471 21.920 21.100 20.621 20.102 19.735 19.232 18.695 18.447  0.179 
 1   9.85 -0.57  0.10682 -2.917 3.485  5.269 10.00  0.038 0.00 22.063 29.912 25.684 23.894 22.452 21.705 21.204 20.722 20.124 19.592 19.333  0.107 
 1   9.85 -0.57  0.09719 -3.088 3.463  5.310 10.40  0.038 0.93 22.322 31.578 26.722 24.846 22.962 22.019 21.542 20.949 20.279 19.772 19.515  0.097 
 1   9.85 -0.55  0.08262 -3.607 3.373  5.399  8.30  0.037 0.85 21.910 34.958 28.566 26.389 23.854 22.218 21.840 20.814 19.846 19.255 18.758  0.083 
 1   9.85 -0.55  0.41903 -1.455 3.615  4.922 11.10  0.038 0.85 18.931 22.825 20.507 19.283 18.821 18.550 18.020 17.744 17.315 16.732 16.577  0.419 
 1   9.85 -0.55  0.68255 -0.670 3.694  4.663 11.70  0.038 0.71 17.911 20.576 18.803 18.011 17.747 17.606 17.070 16.869 16.499 15.981 15.894  0.683 
 1   9.85 -0.53  0.07454 -4.042 3.276  5.401  8.80  0.038 0.73 23.608 39.873 32.925 29.307 26.982 25.033 24.715 23.335 21.857 20.920 20.276  0.075 
 1   9.85 -0.53  0.80329 -0.284 3.746  4.557 10.00  0.038 0.00 15.480 17.220 15.974 15.466 15.320 15.271 14.730 14.605 14.320 13.959 13.913  0.803 
 1   9.85 -0.51  0.24250 -1.956 3.584  5.060  8.60  0.038 0.00 18.261 22.738 20.168 18.789 18.200 17.848 17.321 17.010 16.560 16.021 15.823  0.242 
 1   9.85 -0.49  0.15570 -2.473 3.526  5.153 11.10  0.038 0.00 22.053 28.168 24.810 23.200 22.225 21.666 21.150 20.754 20.227 19.695 19.430  0.156 
 1   9.85 -0.47  0.18232 -2.272 3.552  5.125  7.70  0.036 0.79 17.715 23.399 20.242 18.697 17.829 17.321 16.803 16.427 15.918 15.385 15.129  0.182 
 1   9.85 -0.47  0.50986 -1.234 3.627  4.834  9.90  0.038 0.00 17.754 21.467 19.192 18.050 17.642 17.405 16.873 16.612 16.183 15.565 15.437  0.510 
 1   9.85 -0.47  0.17740 -2.310 3.547  5.131 10.00  0.038 0.00 20.545 26.118 22.978 21.444 20.625 20.148 19.628 19.267 18.771 18.236 17.983  0.177 
 1   9.85 -0.45  0.10500 -2.959 3.476  5.269  8.80  0.038 0.85 20.574 28.939 24.645 22.858 21.189 20.271 19.791 19.201 18.547 18.042 17.752  0.105 
 1   9.85 -0.45  0.11464 -2.842 3.489  5.241 10.30  0.038 0.00 22.174 29.643 25.687 23.950 22.557 21.812 21.311 20.830 20.242 19.716 19.442  0.115 
 1   9.85 -0.45  0.16342 -2.421 3.532  5.145 10.90  0.038 0.00 21.722 27.667 24.394 22.815 21.873 21.330 20.813 20.425 19.907 19.376 19.114  0.163 
 1   9.85 -0.45  0.42565 -1.464 3.608  4.911 11.40  0.038 0.00 19.830 23.803 21.453 20.209 19.730 19.446 18.916 18.634 18.200 17.612 17.457  0.426 
 1   9.85 -0.43  0.17835 -2.311 3.545  5.127 10.50  0.038 0.00 21.048 26.646 23.513 21.984 21.140 20.650 20.131 19.765 19.266 18.733 18.479  0.178 
 1   9.85 -0.43  0.09133 -3.234 3.437  5.329 10.70  0.038 0.82 23.391 33.146 28.331 26.482 24.391 23.265 22.810 22.095 21.326 20.781 20.434  0.091 
 1   9.85 -0.43  0.17601 -2.329 3.543  5.130 11.20  0.038 0.00 21.792 27.446 24.293 22.756 21.895 21.395 20.876 20.506 20.004 19.472 19.216  0.176 
 1   9.85 -0.41  0.54333 -1.151 3.632  4.797 10.10  0.038 0.00 17.747 21.408 19.144 18.027 17.633 17.405 16.873 16.614 16.186 15.565 15.444  0.543 
 1   9.85 -0.39  0.21588 -2.096 3.567  5.083  8.80  0.038 0.74 18.420 23.598 20.733 19.265 18.480 18.011 17.491 17.133 16.644 16.115 15.878  0.216 
 1   9.85 -0.39  0.21016 -2.119 3.566  5.088 10.40  0.038 0.00 20.466 25.447 22.643 21.200 20.480 20.051 19.529 19.189 18.716 18.185 17.960  0.210 
 1   9.85 -0.39  0.36344 -1.648 3.594  4.968 10.90  0.038 0.00 19.791 24.035 21.588 20.272 19.717 19.384 18.857 18.555 18.112 17.550 17.373  0.363 
 1   9.85 -0.39  0.82184 -0.270 3.745  4.548 12.70  0.038 0.00 18.144 19.947 18.644 18.121 17.976 17.927 17.386 17.259 16.973 16.612 16.567  0.822 
 1   9.85 -0.37  0.57388 -1.075 3.637  4.767  9.60  0.038 0.78 16.662 20.366 18.093 16.963 16.552 16.311 15.780 15.515 15.085 14.473 14.348  0.574 
 1   9.85 -0.37  0.86691 -0.129 3.760  4.492 10.20  0.038 0.00 15.291 16.919 15.725 15.263 15.141 15.111 14.570 14.457 14.191 13.862 13.824  0.867 
 1   9.85 -0.37  0.16411 -2.429 3.528  5.140 11.60  0.038 0.00 22.443 28.432 25.182 23.613 22.622 22.049 21.534 21.134 20.611 20.086 19.822  0.164 
 1   9.85 -0.35  0.55763 -1.126 3.632  4.783  9.70  0.038 0.00 17.284 20.970 18.689 17.568 17.172 16.942 16.411 16.151 15.721 15.095 14.977  0.558 
 1   9.85 -0.35  0.42732 -1.482 3.602  4.903 10.90  0.038 0.74 18.931 23.141 20.709 19.408 18.860 18.529 18.002 17.701 17.256 16.683 16.513  0.427 
 1   9.85 -0.33  0.08935 -3.295 3.425  5.330  6.40  0.031 0.00 19.407 29.146 24.421 22.629 20.446 19.205 18.762 17.995 17.259 16.794 16.470  0.089 
 1   9.85 -0.33  0.08385 -3.533 3.381  5.366  9.60  0.038 0.00 23.203 35.516 29.430 27.355 24.847 23.274 22.883 21.904 20.996 20.500 20.159  0.084 
 1   9.85 -0.33  0.32377 -1.766 3.584  4.996 10.40  0.038 0.96 18.871 23.375 20.821 19.461 18.832 18.454 17.929 17.610 17.156 16.610 16.416  0.324 
 1   9.85 -0.33  0.51876 -1.242 3.621  4.823 10.70  0.038 0.00 18.575 22.440 20.100 18.914 18.475 18.217 17.687 17.414 16.978 16.355 16.223  0.519 
 1   9.85 -0.33  0.21898 -2.096 3.564  5.076 11.20  0.038 0.00 21.211 26.233 23.423 21.986 21.239 20.795 20.273 19.928 19.453 18.921 18.694  0.219 
 1   9.85 -0.33  0.54672 -1.161 3.628  4.794 11.40  0.038 0.00 19.073 22.834 20.524 19.377 18.967 18.727 18.196 17.932 17.499 16.869 16.747  0.547 
 1   9.85 -0.31  0.14423 -2.593 3.507  5.165  8.10  0.037 0.84 18.821 25.613 22.071 20.427 19.158 18.446 17.941 17.476 16.909 16.396 16.118  0.144 
 1   9.85 -0.31  2.46358 -4.191 3.685  8.142  8.70  0.038 0.71 23.204 25.881 24.038 23.256 23.018 22.899 22.362 22.172 21.815 21.320 21.248  0.668 
 1   9.85 -0.31  0.15245 -2.523 3.514  5.147  9.00  0.038 0.84 19.561 26.128 22.684 21.063 19.862 19.181 18.674 18.223 17.667 17.152 16.877  0.152 
 1   9.85 -0.31  0.17922 -2.326 3.539  5.119  9.50  0.038 0.00 20.084 25.771 22.661 21.142 20.220 19.683 19.167 18.783 18.276 17.750 17.492  0.179 
 1   9.85 -0.31  0.61817 -0.961 3.647  4.727 10.30  0.038 0.88 16.947 20.507 18.269 17.196 16.827 16.613 16.081 15.828 15.403 14.782 14.673  0.618 
 1   9.85 -0.31  0.27398 -1.908 3.574  5.027 11.00  0.038 0.00 20.540 25.252 22.610 21.216 20.529 20.115 19.592 19.259 18.796 18.263 18.054  0.274 
 1   9.85 -0.29  0.86724 -0.181 3.751  4.508  7.30  0.035 0.00 12.523 14.274 12.990 12.486 12.352 12.313 11.772 11.651 11.374 11.028 10.987  0.867 
 1   9.85 -0.29  0.52705 -1.227 3.620  4.815  7.70  0.036 0.00 15.538 19.419 17.070 15.882 15.441 15.181 14.651 14.377 13.940 13.313 13.183  0.527 
 1   9.85 -0.29  0.11583 -2.849 3.483  5.228  9.50  0.038 0.00 21.392 28.884 25.026 23.321 21.841 21.035 20.539 20.028 19.431 18.923 18.640  0.116 
 1   9.85 -0.29  0.25410 -1.972 3.569  5.039  9.70  0.038 0.00 19.399 24.249 21.540 20.133 19.410 18.977 18.455 18.115 17.646 17.113 16.896  0.254 
 1   9.85 -0.29  0.42415 -1.501 3.598  4.903 10.30  0.038 0.00 18.822 23.012 20.591 19.298 18.752 18.423 17.895 17.594 17.150 16.566 16.403  0.424 
 1   9.85 -0.29  0.10064 -3.039 3.462  5.272 10.90  0.038 0.76 23.126 31.755 27.427 25.641 23.857 22.904 22.428 21.813 21.110 20.575 20.258  0.101 
 1   9.85 -0.27  0.49725 -1.316 3.612  4.843  8.90  0.038 0.00 16.960 20.960 18.584 17.355 16.874 16.587 16.058 15.774 15.333 14.720 14.578  0.497 
 1   9.85 -0.27  0.37550 -1.635 3.589  4.948  9.20  0.038 0.00 18.058 22.455 19.955 18.626 18.014 17.645 17.120 16.804 16.352 15.792 15.610  0.375 
 1   9.85 -0.27  0.16585 -2.430 3.525  5.132 10.60  0.038 0.95 20.770 26.875 23.634 22.071 20.996 20.375 19.863 19.443 18.910 18.395 18.127  0.166 
 1   9.85 -0.27  0.35052 -1.708 3.585  4.977 10.90  0.038 0.00 19.941 24.414 21.883 20.538 19.905 19.523 18.999 18.678 18.224 17.672 17.483  0.351 
 1   9.85 -0.27  0.18062 -2.321 3.538  5.115 11.50  0.038 0.00 22.073 27.757 24.667 23.156 22.218 21.671 21.154 20.768 20.259 19.735 19.478  0.181 
 1   9.85 -0.27  0.82859 -0.308 3.736  4.553 11.80  0.038 0.00 17.340 19.314 17.887 17.316 17.157 17.098 16.558 16.420 16.123 15.742 15.694  0.829 
 1   9.85 -0.25  0.19798 -2.197 3.553  5.090  9.60  0.038 0.00 19.863 25.184 22.241 20.781 19.944 19.454 18.934 18.572 18.083 17.552 17.307  0.198 
 1   9.85 -0.25  0.21194 -2.137 3.558  5.077 10.00  0.038 0.00 20.112 25.299 22.426 20.983 20.175 19.698 19.178 18.822 18.338 17.807 17.570  0.212 
 1   9.85 -0.25  0.36818 -1.660 3.586  4.956 10.40  0.038 0.00 19.320 23.767 21.251 19.914 19.284 18.904 18.379 18.060 17.606 17.049 16.864  0.368 
 1   9.85 -0.23  0.92570 -0.037 3.764  4.443  9.50  0.038 0.00 14.363 16.000 14.781 14.322 14.208 14.184 13.643 13.533 13.271 12.953 12.917  0.926 
 1   9.85 -0.23  0.21352 -2.134 3.557  5.075 10.00  0.038 0.00 20.105 25.309 22.434 20.992 20.174 19.692 19.172 18.813 18.329 17.797 17.559  0.214 
 1   9.85 -0.23  0.23013 -2.070 3.561  5.059 10.30  0.038 0.99 19.510 24.615 21.790 20.362 19.565 19.094 18.573 18.219 17.738 17.206 16.974  0.230 
 1   9.85 -0.23  0.13662 -2.670 3.497  5.179 10.70  0.038 0.00 22.145 28.961 25.451 23.817 22.509 21.770 21.267 20.790 20.221 19.716 19.434  0.137 
 1   9.85 -0.23  0.33796 -1.747 3.581  4.982 14.30  0.038 0.00 23.437 28.008 25.445 24.089 23.419 23.015 22.491 22.162 21.704 21.159 20.963  0.338 
 1   9.85 -0.23  0.56022 -1.149 3.625  4.783 14.50  0.038 0.99 21.404 25.253 22.900 21.730 21.306 21.057 20.526 20.256 19.818 19.180 19.057  0.560 
 1   9.85 -0.21  0.11658 -2.851 3.480  5.221  9.60  0.038 0.80 21.099 28.891 25.016 23.313 21.692 20.777 20.294 19.714 19.079 18.589 18.293  0.117 
 1   9.85 -0.19  0.18390 -2.310 3.537  5.106  8.80  0.038 0.00 19.344 25.013 21.966 20.473 19.504 18.938 18.422 18.029 17.519 17.000 16.741  0.184 
 1   9.85 -0.19  0.13737 -2.668 3.496  5.175 10.00  0.038 0.00 21.440 28.250 24.769 23.144 21.817 21.064 20.563 20.080 19.509 19.009 18.725  0.137 
 1   9.85 -0.19  0.24471 -2.022 3.562  5.041 10.30  0.038 0.83 19.549 24.704 21.869 20.441 19.619 19.133 18.613 18.254 17.770 17.239 17.003  0.245 
 1   9.85 -0.19  0.10539 -2.978 3.466  5.248 10.40  0.038 0.00 22.615 30.688 26.637 24.908 23.207 22.285 21.801 21.225 20.595 20.104 19.811  0.105 
 1   9.85 -0.19  0.14989 -2.557 3.507  5.143 10.50  0.038 0.94 21.010 27.580 24.203 22.603 21.346 20.628 20.123 19.657 19.097 18.595 18.315  0.150 
 1   9.85 -0.19  0.91864 -0.075 3.758  4.456 14.10  0.038 0.00 19.058 20.770 19.499 19.015 18.893 18.863 18.322 18.207 17.938 17.610 17.571  0.919 
 1   9.85 -0.17  0.32360 -1.794 3.575  4.987  8.40  0.037 0.00 17.654 22.349 19.750 18.384 17.660 17.223 16.701 16.361 15.897 15.360 15.156  0.324 
 1   9.85 -0.17  0.13011 -2.735 3.489  5.191 10.70  0.038 0.00 22.307 29.354 25.782 24.140 22.732 21.940 21.442 20.937 20.355 19.859 19.571  0.130 
 1   9.85 -0.17  0.57632 -1.119 3.626  4.769 11.00  0.038 0.73 18.216 22.194 19.806 18.607 18.137 17.853 17.324 17.040 16.596 15.974 15.839  0.576 
 1   9.85 -0.17  0.27816 -1.920 3.567  5.015 11.30  0.038 0.00 20.869 25.775 23.070 21.677 20.906 20.446 19.925 19.576 19.102 18.567 18.349  0.278 
 1   9.85 -0.17  0.49455 -1.345 3.606  4.845 14.30  0.038 0.00 22.432 26.544 24.135 22.879 22.361 22.049 21.521 21.226 20.780 20.167 20.022  0.495 
 1   9.85 -0.15  0.09463 -3.169 3.439  5.287  9.80  0.038 0.00 22.494 31.633 27.159 25.384 23.358 22.239 21.780 21.087 20.391 19.917 19.607  0.095 
 1   9.85 -0.15  0.17688 -2.366 3.529  5.113 10.60  0.038 0.00 21.286 27.116 24.038 22.533 21.489 20.880 20.367 19.956 19.435 18.924 18.660  0.177 
 1   9.85 -0.15  0.13140 -2.725 3.490  5.187 10.80  0.038 0.74 22.011 29.315 25.689 24.035 22.526 21.667 21.177 20.630 20.020 19.531 19.238  0.131 
 1   9.85 -0.15  0.26525 -1.962 3.563  5.023 10.90  0.038 0.00 20.576 25.574 22.828 21.429 20.629 20.154 19.634 19.279 18.801 18.268 18.043  0.265 
 1   9.85 -0.15  0.30077 -1.855 3.570  4.997 13.90  0.038 0.00 23.308 28.131 25.472 24.094 23.336 22.881 22.360 22.014 21.543 21.007 20.795  0.301 
 1   9.85 -0.13  0.17727 -2.366 3.528  5.111  9.60  0.038 0.00 20.286 26.118 23.050 21.549 20.495 19.879 19.367 18.953 18.431 17.922 17.658  0.177 
 1   9.85 -0.13  0.12975 -2.742 3.487  5.189 11.20  0.038 0.82 22.325 29.656 26.005 24.349 22.830 21.974 21.482 20.942 20.338 19.850 19.556  0.130 
 1   9.85 -0.13  0.09933 -3.074 3.452  5.264 11.60  0.038 0.85 23.697 32.608 28.311 26.539 24.593 23.480 23.023 22.316 21.592 21.110 20.796  0.099 
